brands,countries,quantity,categories,labels,nutriscore_grade,ecoscore_grade,nova_group,energy-kcal_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,total_macronutrients,sugar_carb_ratio,saturated_fat_ratio,fiber_carb_ratio,protein_energy_pct,carb_energy_pct,fat_energy_pct,macronutrient_balance
Bisto,"Ireland,United Kingdom",190g,"Condiments,Dried products,Dried products to be rehydrated,Sauces,Dehydrated sauces,Groceries",Vegetarian,b,unknown,4.0,411.0,15.8,11.0,64.9,18.0,1.8,1.5,2.3499999999999996,0.9400000000000001,82.2,0.2773497688751926,0.6962025316455696,0.027734976887519257,1.4598540145985401,63.163017031630176,34.59854014598541,3.9523809523809526
"Nestlé, Nat","France,Suisse",340 g,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales au chocolat,Céréales extrudées,Céréales pour petit déjeuner riches en fibres,Céréales fourrées,Céréales pour petit déjeuner fourrées au chocolat-noisettes","Sans arômes artificiels,Sans colorants,Sans huile de palme,Nutriscore,Nutriscore B,Rainforest Alliance,Triman, Végétarien",c,c,4.0,452.0,17.4,2.4,62.8,17.5,6.2,7.7,0.22,0.088,87.89999999999999,0.2786624203821656,0.13793103448275862,0.09872611464968153,6.814159292035399,55.575221238938056,34.64601769911504,3.831521739130435
Asda,United Kingdom,100 g,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates","Vegetarian, Vegan, Rainforest Alliance, The Vegan Society, en:rainforest-alliance-cocoa",d,d,3.0,615.0,50.0,14.55,35.5,15.0,9.05,10.0,0.05,0.02,95.5,0.4225352112676056,0.29100000000000004,0.2549295774647887,6.504065040650407,23.089430894308943,73.17073170731707,0.8921568627450981
Leerdammer,"España,Reino Unido",160g,"Dairies, Fermented foods, Fermented milk products, Cheeses, Cheeses of the Netherlands, Leerdammer, en:cow-cheeses","Sin gluten,Punto Verde,Sin aditivos,Sin colorantes,Sin lactosa",e,c,3.0,262.0,16.0,11.0,0.1,0.1,2.9,20.75,2.3499999999999996,0.9400000000000001,36.85,1.0,0.6875,1.0,31.679389312977097,0.15267175572519084,54.961832061068705,1.2264705882352942
Biotiful Dairy Ltd,en:gb,1 litre,"Beverages, Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Dairy drinks, Fermented dairy desserts, Fermented drinks, Yogurts, Fermented milk drinks, Drinkable-yogurts, Kefir, en:yogurt-drinks","Vegetarian, Vegan",b,e,4.0,63.0,2.6,1.8,6.7,5.0,2.9,3.1,0.0875,0.035,12.4,0.7462686567164178,0.6923076923076923,0.43283582089552236,19.682539682539684,42.53968253968254,37.142857142857146,2.7222222222222223
"HERTA, Trésor de Grand Mère",en:France,280 g,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes à tarte, Pâtes feuilletées, Pâte feuilletée pur beurre, Aides culinaires, en:Baking Mixes, en:Frozen baking mixes, en:Refrigerated baking mixes","Sans colorants,Nutriscore,Pur beurre,Farine de blé français,Triman,Nutriscore D",d,c,3.0,388.8,20.0,14.0,41.0,1.6,1.0,7.2,1.0,0.4,68.2,0.03902439024390244,0.7,0.024390243902439025,7.4074074074074066,42.181069958847736,46.2962962962963,2.2952380952380955
BEN'S ORIGINAL,en:fr,220 g,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Graines, Céréales et dérivés, Surgelés, Céréales en grains, Riz","Fabriqué en France, Nutriscore, Nutriscore B, en:Nutriscorenutriscore-grade-b",b,f,4.0,157.0,2.1,0.2,30.0,0.5,1.4,3.4,0.6,0.24,35.5,0.016666666666666666,0.09523809523809523,0.04666666666666666,8.662420382165605,76.43312101910828,12.038216560509555,10.774193548387096
Fleury Michon,en:fr,150g (2 x 75 g),"Viandes et dérivés, Viandes, Poulet et dérivés, Volailles, Poulets, Aiguillettes de poulet","Sans gluten,Nutriscore,Nutriscore B,Sans nitrite de sodium",b,e,4.0,118.0,1.5,0.2,2.0,2.0,2.9,20.75,1.5,0.6,24.25,1.0,0.13333333333333333,1.0,70.33898305084746,6.779661016949152,11.440677966101696,9.1
Bertinet Bakery,en:United Kingdom,500 g,Multigrain sliced breads,"No added sugar, No additives",b,b,3.0,247.0,4.7,0.7,39.0,1.2,4.6,9.7,0.97,0.388,53.400000000000006,0.030769230769230767,0.14893617021276595,0.11794871794871795,15.708502024291496,63.1578947368421,17.125506072874497,8.543859649122806
Danonino,en:morocco,500 g,"Beverages and beverages preparations, Beverages, Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Dairy drinks, Fermented dairy desserts, Fermented drinks, Fermented milk drinks, en:yogurts","Vegetarian, Vegan",unknown,e,4.0,280.0,7.02,1.5,18.0,4.2,2.9,6.2,1.5,0.6,31.22,0.23333333333333334,0.2136752136752137,0.1611111111111111,8.857142857142858,25.71428571428571,22.564285714285713,3.0174563591022445
Carlotti,Morocco,100 g,"Snacks, Sweet snacks, Cocoa and its products, Chocolates, Dark chocolates, en:dark-chocolates-with-cocoa-nibs",Green Dot,e,e,4.0,547.0,39.0,14.55,35.0,30.0,9.05,7.7,0.02,0.008,81.7,0.8571428571428571,0.3730769230769231,0.2585714285714286,5.630712979890311,25.59414990859232,64.16819012797075,1.0675000000000001
Hacendado,Morocco,650 ml,Shampoo,"Vegetarian, Vegan",unknown,unknown,4.0,280.0,7.02,1.5,18.0,4.2,2.9,6.2,0.39,0.156,31.22,0.23333333333333334,0.2136752136752137,0.1611111111111111,8.857142857142858,25.71428571428571,22.564285714285713,3.0174563591022445
Old El Paso (General Mills),"United Kingdom,Spain",326g,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Flatbreads, White breads, Wheat breads, Wheat flatbreads","Vegetarian, No preservatives, Green Dot",c,b,4.0,300.0,5.12,1.22,52.9,2.2,0.732,9.02,0.982,0.393,67.03999999999999,0.04158790170132325,0.23828125,0.01383742911153119,12.026666666666666,70.53333333333333,15.36,10.117647058823529
"Sainsbury's,The pet shop",United Kingdom,496g,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Flatbreads,White breads,Wheat breads,Wheat flatbreads,Plain-tortilla-wraps,Tortilla-wraps","Sustainable,Vegetarian,Sustainable Palm Oil,Vegan",c,a,4.0,292.0,4.19,2.1,54.7,2.26,2.26,7.58,0.778,0.311,66.47,0.0413162705667276,0.5011933174224343,0.0413162705667276,10.383561643835616,74.93150684931507,12.914383561643836,12.0
Tesco,en:UK,225g,"Plant-based foods and beverages, Plant-based foods, Spreads, Plant-based spreads, Salted spreads, Yeast extract spreads","Vegetarian, Vegan",e,unknown,3.0,229.0,0.1,0.1,18.0,0.4,0.5,20.75,2.3499999999999996,0.9400000000000001,38.85,0.022222222222222223,1.0,0.027777777777777776,36.24454148471616,31.4410480349345,0.39301310043668125,35.22727272727273
Alesto,"Bélgica,Francia,Alemania,Italia,Países Bajos,Suecia,España",500 g,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Leguminosas y derivados,Botanas,Leguminosas,Snacks salados,Frutos de cáscara y derivados,Frutos de cáscara,Anacardos,Frutos de cáscara tostados,Cacahuetes,en:Salted nuts,en:Peanut grilled salted,Cacahuetes tostados,Cacahuetes salados","Green Dot, Fabriqué Dans Lue, en:nutriscore-grade-b",b,d,3.0,619.0,51.4,7.9,11.0,5.3,8.2,20.75,0.8,0.32,83.15,0.4818181818181818,0.15369649805447472,0.7454545454545454,13.408723747980615,7.1082390953150245,74.73344103392569,0.6059160305343512
"Bio Organic,Lidl,Milbona","Croácia,República Checa,Alemanha,Portugal,Eslováquia,Espanha",150 g,"Laticínios,Alimentos Fermentados,Produtos lácteos fermentados,Sobremesas,Sobremesas de laticínios,en:Fermented dairy desserts,Iogurtes,en:Plain fermented dairy desserts,Iogurtes naturales","Orgânico,Orgânico EU,DE-ÖKO-003,Agricultura UE,Nutriscore,Nutri-Score grau B,es:Recicla amarillo,Ecoponto amarelo",b,a,3.0,75.0,3.8,2.4,4.7,4.7,2.9,5.0,0.15,0.06,13.5,1.0,0.631578947368421,0.6170212765957447,26.666666666666668,25.066666666666666,45.599999999999994,2.0208333333333335
Petit Navire,"France,La Réunion",140g,"Seafood, Fishes and their products, Canned foods, Fishes, Fatty fishes, Canned fishes, Tunas, Canned tunas, Tuna-in-brine, Whole tunas, fr:Thon au naturel Albacore, en:tunas-in-brine","Vegetarian, Vegan",a,e,3.0,109.0,1.0,0.5,0.0,0.0,2.9,20.75,1.0,0.4,21.75,0.0,0.5,0.0,76.14678899082568,0.0,8.256880733944955,10.375
Taureau Ailé,France,500 g,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Seeds, Cereals and their products, Cereal grains, Rices, Aromatic rices, Indica rices, Long grain rices, Basmati rices, fr:Féculents","Nutriscore,Nutriscore A,Triman",c,f,1.0,351.0,0.8,0.4,77.0,0.1,0.4,8.7,0.0,0.0,86.5,0.0012987012987012987,0.5,0.005194805194805195,9.914529914529915,87.74928774928775,2.051282051282051,47.611111111111114
Volvic,"Belgique,France,Luxembourg",75cl,"Aliments et boissons à base de végétaux,Boissons,Boissons chaudes,Boissons à base de végétaux,Eaux,Infusions,Eaux aromatisées,Boissons au thé,Boissons avec sucre ajouté,Boisson à l'eau minérale aromatisée sucrée","Organic, EU Organic, Certified B Corporation, FR-BIO-01, No additives, AB Agriculture Biologique, fr:Bouteille 100 % matière recyclée, fr:Faible-en-calories, en:eu-non-eu-agriculture",unknown,not-applicable,3.0,13.0,0.5,0.0,3.1,3.1,0.0,0.5,0.01,0.004,4.1,1.0,0.0,0.0,15.384615384615385,95.38461538461539,34.61538461538461,2.4
Bjorg,"Belgium,France",350 g,A,"Bio, Bio européen, Agriculture non UE, DE-ÖKO-001, DE-ÖKO-007, Agriculture UE, Agriculture UE/Non UE, Sans huile de palme, Nutriscore, Nutriscore A, AB Agriculture Biologique",a,unknown,4.0,408.0,12.0,1.8,61.0,12.0,8.0,10.0,0.02,0.008,83.0,0.19672131147540983,0.15,0.13114754098360656,9.803921568627452,59.80392156862745,26.47058823529412,5.461538461538462
Pâturages,"France,La Réunion",1 l,"Produits laitiers,Laits,Laits homogénéisés,Laits demi-écrémés,Laits UHT","Labels de distributeurs,Lait Français,FSC,FSC Mix,Nutriscore,Nutriscore A,Garantie IPLC,Sélection Intermarché",b,c,1.0,46.6,1.6,1.0,4.8,4.8,0.5,3.3,0.1,0.04,9.7,1.0,0.625,0.10416666666666667,28.326180257510725,41.201716738197426,30.901287553648064,3.115384615384615
William Saurin,"Frankreich, Germany",840g,"Conserves,Plats préparés,Plats préparés à la viande,Plats à base de haricots,Plats préparés en conserve,Cassoulets","No artificial flavors, No preservatives, Green Dot, No colorings, Nutriscore, Nutriscore Grade A, Without sodium nitrite, Triman, fr:Viande d'origine contrôlée, en:metal-recycles-forever",b,a,4.0,115.0,4.7,1.8,8.9,0.6,3.8,7.3,0.81,0.324,20.900000000000002,0.06741573033707865,0.3829787234042553,0.42696629213483145,25.39130434782609,30.956521739130437,36.78260869565218,2.8421052631578947
Malo,France,4*125 g,"Dairies,Desserts,Dairy desserts,Chocolate desserts,Junkets,Chocolate junkets","Green Dot,Produced in Brittany,Lait-français",c,unknown,3.0,123.0,2.1,1.3,19.0,18.0,0.0,7.1,0.29,0.116,28.200000000000003,0.9473684210526315,0.6190476190476191,0.0,23.089430894308943,61.78861788617886,15.365853658536588,8.419354838709678
Grand Fermage,France,250 g,"Produits laitiers,Matières grasses,Produits à tartiner,Matières grasses à tartiner,Matières grasses animales,Produits laitiers à tartiner,Matière grasse laitière,Beurres,Matière grasse de beurre,Beurres doux,Beurres pasteurisés,Beurres de crème douce","Fabriqué en France,AOP,Triman,Lait Français",e,d,2.0,744.0,52.0,14.55,0.9,0.9,0.0,0.7,0.05,0.02,53.6,1.0,0.2798076923076923,0.0,0.3763440860215054,0.4838709677419355,62.903225806451616,0.03018867924528302
henry's,"France, en:morocco",22g,"Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, Confiseries chocolatées","Vegetarian, Vegan",e,unknown,4.0,468.0,18.2,9.09,70.0,31.112499999999997,2.73,4.55,0.325,0.13,92.75,0.4444642857142857,0.49945054945054945,0.039,3.888888888888889,59.82905982905983,35.0,3.8828125
"Marque Repère, Jafaden",France,1 l,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus d'orange, Jus de fruits pur jus, Jus d'orange pur jus","Sans conservateurs,Nutriscore,Triman,Impact-environnement-reduit,Sans pulpe,Sans sucre ajouté,Riche en vitamine C,50% de plastique recyclé,Nutriscore C",c,c,1.0,43.0,0.5,0.1,9.7,9.7,0.5,0.6,0.01,0.004,10.799999999999999,1.0,0.2,0.051546391752577324,5.5813953488372094,90.23255813953487,10.465116279069768,6.866666666666666
"Marque Repère, Tablier Blanc",Pays-Bas,750 g,"Édulcorants, Sucres, Sucres roux, Sucres de canne, Cassonades",Nutriscore D,e,c,2.0,396.0,0.0,0.0,99.0,31.112499999999997,0.0,0.0,0.0,0.0,99.0,0.31426767676767675,0.0,0.0,0.0,100.0,0.0,99.0
Suzi Wan,"Belgique,France,Italie",200ml,"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Substituts de produits laitiers, Substituts du lait, Boissons à base de végétaux, Boissons végétales, Crèmes végétales, Crèmes végétales pour cuisiner, Crèmes végétales à base de coco pour cuisiner, Laits et crèmes de coco","Sans arômes artificiels, Sans conservateur artificiel, Sans colorants",e,b,4.0,252.0,25.0,14.55,4.5,3.0,0.5,2.7,0.04,0.016,32.2,0.6666666666666666,0.5820000000000001,0.1111111111111111,4.285714285714286,7.142857142857142,89.28571428571429,0.27692307692307694
"Bahlsen,Leibniz","Germany,Italy,Morocco",120g,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits,Petit-Beurre","No preservatives,Green Dot,Made in Germany,Nutriscore,Nutriscore Grade D,Nutriscore Grade E",e,b,4.0,435.0,12.0,7.8,72.0,21.0,2.8,8.4,1.5,0.6,92.4,0.2916666666666667,0.65,0.03888888888888889,7.724137931034483,66.20689655172414,24.82758620689655,6.184615384615385
Walkers,United Kingdom,150 g,"Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Salty snacks,Appetizers,Chips and fries,Crisps,Potato crisps,Flavoured potato crisps,Potato crisps in sunflower oil",Vegetarian,c,b,4.0,489.0,26.0,0.66,54.0,3.9,5.9,6.6,0.5925,0.237,86.6,0.07222222222222222,0.025384615384615387,0.10925925925925926,5.398773006134968,44.171779141104295,47.85276073619632,2.2444444444444445
Whole earth,"France, United Arab Emirates, en:united-kingdom",340 g,"Plant-based foods and beverages, Plant-based foods, Legumes and their products, Fats, Spreads, Nuts and their products, Plant-based spreads, Oilseed purees, Legume butters, Nut butters, Peanut butters","Sustainable,No gluten,Sustainable Palm Oil,No added sugar,Vegetarian,Vegan,Sumatran orangutan society",c,d,2.0,645.0,52.0,7.2,9.2,4.2,6.5,20.75,0.9825,0.393,81.95,0.4565217391304348,0.13846153846153847,0.7065217391304348,12.868217054263567,5.705426356589147,72.55813953488372,0.5650943396226416
Branston,"France, Germany, Switzerland, en:united-kingdom",360 g,"Plant-based foods and beverages,Plant-based foods,Pickles,Condiment,Pickled vegetables","Vegetarian, Vegan",d,unknown,4.0,133.0,0.0,0.0,33.3,31.112499999999997,2.0,0.0,0.883,0.353,33.3,0.9343093093093093,0.0,0.060060060060060066,0.0,100.0,0.0,33.3
Bumble bee foods,"Belgique,France,Allemagne",500ml,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Matières grasses, Matières grasses végétales, Huiles, Huiles de fruits et graines de fruits, Huiles de coco, Huiles de coco raffinées","Sans gluten, Bio, Bio européen, FR-BIO-01, AB Agriculture Biologique",e,unknown,2.0,900.0,52.0,14.55,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.2798076923076923,0.0,0.0,0.0,52.0,0.0
PIATNICA,"France, Poland, en:united-kingdom",200 g,"Nabiał, Żywność fermentowana, Desery, Fermentowane produkty mleczne, Smarowidła, Sery, Desery mleczne, Słone smarowidła, Fermentowane desery mleczne, en:Plain fermented dairy desserts, en:Fresh cheeses, en:Cheese spreads, Cottage cheese, en:Plain cottage cheeses","Bez GMO, Nie zamrażać",c,c,3.0,97.0,5.0,3.5,2.0,1.5,2.9,11.0,0.6875,0.275,18.0,0.75,0.7,1.0,45.36082474226804,8.24742268041237,46.391752577319586,2.1666666666666665
Stéphanie Janah Freres,"France, en:morocco",500 g,"Aliments et boissons à base de végétaux, Boissons, Boissons chaudes, Boissons à base de végétaux, Thés, Infusions","Vegetarian, Vegan",e,a,4.0,20.0,8.0,6.0,11.0,5.0,2.9,15.0,2.3499999999999996,0.9400000000000001,34.0,0.45454545454545453,0.75,0.2636363636363636,100.0,100.0,100.0,2.888888888888889
Nestlé,Frankrijk,"250 g, 202 ml","Plantaardige levensmiddelen en dranken,Plantaardige levensmiddelen,Smaakmakers,Specerijen,Voedingsadditief,Aromas","Green Dot, Nutriscore, Nutriscore Grade C, fr:triman",not-applicable,unknown,4.0,69.0,0.5,0.1,6.5,3.5,0.5,9.8,2.3499999999999996,0.9400000000000001,16.8,0.5384615384615384,0.2,0.07692307692307693,56.811594202898554,37.68115942028986,6.521739130434782,10.866666666666667
LU,France,250 g,"Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Extruded crispbreads","No preservatives,Source of fibre,High fibres,Made in France,No colorings",c,b,4.0,368.0,3.5,1.1,69.0,6.3,9.05,11.0,1.4,0.56,83.5,0.09130434782608696,0.31428571428571433,0.13115942028985508,11.956521739130435,75.0,8.559782608695652,17.77777777777778
Gullón,"France, Italy, Morocco, Tunisia, en:bulgaria",280g,"Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits sucrés & biscuits apéritifs,Biscuits,Biscuits au chocolat","Kosher, Source of fibre, High fibres, Orthodox Union Kosher, Pure cocoa butter, en:no-palm-oil",d,d,4.0,438.0,15.0,0.5,63.0,22.0,1.3,7.8,0.1255,0.0502,85.8,0.3492063492063492,0.03333333333333333,0.020634920634920634,7.123287671232877,57.534246575342465,30.82191780821918,4.425
Gullón,"Hungría,Italia,Marruecos,Polonia,España,Túnez,en:En,en:Francia",265 g,"Botanas,Snacks dulces,Galletas y pasteles,en:Biscuits and crackers,Galletas,en:Biscuits et gâteaux,en:Snacks sucrés","Vegetariano,Vegano,Punto Verde,Sin azúcares añadidos,Sin aceite de palma",b,c,4.0,446.0,14.0,2.0,54.0,1.0,9.05,7.8,0.65,0.26,75.8,0.018518518518518517,0.14285714285714285,0.1675925925925926,6.995515695067264,48.4304932735426,28.251121076233183,4.12
Incarlopsa,"France,Spain",120 g,"Meats and their products,Meats,Pork and its products,Prepared meats,Hams,Prepared pork meats,Cured hams,Dried hams,Spanish meat products,Serrano ham,Carnes  Embutidos  Productos a base de carne  Jamón  Jamón de país  Jamones secos  Spanish meat products  Jamón Serrano  raw-cured-ham","Green Dot,TSG",e,f,3.0,247.8,12.2,4.6,1.0,0.5,2.9,20.75,2.3499999999999996,0.9400000000000001,33.95,0.5,0.3770491803278688,1.0,33.49475383373689,1.6142050040355123,44.309927360774815,1.6477272727272727
Casa Tarradellas,Espanha,300 g,"Produtos à base de carne,Carnes,Carnes preparadas,Salsichas,Salsichas francesas,en:Sausages from Spain,Carnes secas,fr:Fouets catalans","Sem glúten,Ponto Verde,Sem corantes",e,unknown,4.0,421.0,34.0,13.3,1.4,1.4,2.9,20.75,2.3499999999999996,0.9400000000000001,56.15,1.0,0.3911764705882353,1.0,19.71496437054632,1.330166270783848,72.68408551068883,0.6328571428571428
Grand’mère,"Algeria, France, Italy, en:morocco",250 grammes,"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Boissons chaudes, Cafés, Dosettes, Cafés moulus, Cafés en dosettes","Vegetarian, Vegan",b,f,1.0,280.0,7.02,1.5,18.0,4.2,2.9,6.2,0.39,0.156,31.22,0.23333333333333334,0.2136752136752137,0.1611111111111111,8.857142857142858,25.71428571428571,22.564285714285713,3.0174563591022445
Tesco,"France, United Kingdom",125g,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Breadsticks",en:made-in-italy,d,b,3.0,496.0,19.3,2.9,57.2,2.4,2.9,15.3,1.2,0.48,91.8,0.04195804195804195,0.15025906735751293,0.050699300699300696,12.338709677419356,46.12903225806452,35.020161290322584,3.571428571428571
Napolina,United Kingdom,400g,"Plant-based foods and beverages, Plant-based foods, Legumes and their products, Canned foods, Legumes, Seeds, Canned plant-based foods, Legume seeds, Pulses, Canned legumes, Lentils, Canned lentils","Vegetarian, High proteins",b,a,4.0,86.0,0.7,0.3,10.0,0.1,7.82,6.1,0.05,0.02,16.799999999999997,0.01,0.4285714285714286,0.782,28.37209302325581,46.51162790697674,7.325581395348838,9.47058823529412
Cola Cao,"Spain, en:morocco",500 g,"Beverages, Cocoa and its products, Cocoa and chocolate powders, Instant beverages, Chocolate-powders, en:instant-chocolate-powders","Sustainable farming, UTZ Certified, UTZ Certified Cocoa, en:no-additives",unknown,c,4.0,68.0,1.7,1.1,9.6,9.1,0.5,3.4,0.12,0.048,14.7,0.9479166666666666,0.6470588235294118,0.052083333333333336,20.0,56.470588235294116,22.499999999999996,4.814814814814815
Love Corn,"Spain,United Kingdom",115g,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Seeds, Appetizers, Cereals and their products, Cereal grains, Corn","Vegetarian, No gluten, Vegan, Vegan Action",b,unknown,3.0,439.0,12.9,1.43,71.1,2.86,7.14,7.14,1.05,0.421,91.14,0.04022503516174403,0.11085271317829457,0.10042194092827005,6.505694760820045,64.78359908883826,26.446469248291578,5.628776978417266
rafii,Maroc,450g,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Boissons lactées,Boissons fermentées,Boissons lactées fermentées,Lait fermenté à boire nature maigre","Vegetarian, Vegan",unknown,d,1.0,42.0,4.0,6.0,18.0,4.2,2.9,3.2,0.0,0.0,25.2,0.23333333333333334,1.0,0.1611111111111111,30.476190476190478,100.0,85.71428571428571,4.24
"St Hubert, St hubert omega 3","France, en:guadeloupe",255 g,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Matières grasses, Produits à tartiner, Pâtes à tartiner végétales, Produits à tartiner salés, Matières grasses à tartiner, Matières grasses végétales, Margarines","Green Dot, Made in France, Nutriscore, Triman, en:nutriscore-grade-d",d,c,4.0,468.0,52.0,14.55,0.0,0.0,2.9,0.0,1.3,0.52,52.0,0.0,0.2798076923076923,0.0,0.0,0.0,100.0,0.0
Rivercote,en:gb,125g,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Breads,Pumpernickel","Vegetarian, Vegan",c,unknown,3.0,437.0,14.5,1.6000000238419,56.299999237061,2.0999999046326,2.9,15.199999809265,0.89999997615814,0.36,85.999999046326,0.0373001764314451,0.11034482923047587,0.05150976979216362,13.913043303675057,51.5331800796897,29.86270022883295,4.612903164279096
Rowan Hill Bakery,"United Kingdom, en:ireland",496g,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Flatbreads, White breads, Wheat breads, Wheat flatbreads","Vegetarian, Vegan",c,b,4.0,290.0,4.03,1.77,53.7,1.77,3.06,8.23,0.762,0.305,65.96000000000001,0.0329608938547486,0.4392059553349876,0.05698324022346368,11.351724137931035,74.06896551724138,12.50689655172414,12.312127236580517
U,"United States, en:france",500 g,"Petit-déjeuners, Produits à tartiner, Produits à tartiner sucrés, Pâtes à tartiner, Pâtes à tartiner aux noisettes, Pâtes à tartiner au chocolat, Pâtes à tartiner aux noisettes et au cacao","Vegetarian, Vegan",unknown,unknown,4.0,405.2,7.8,0.8,73.0,7.6,3.2,9.12,0.39,0.156,89.92,0.10410958904109588,0.10256410256410257,0.043835616438356165,9.002961500493582,72.06317867719645,17.324777887462982,9.331818181818182
Cadbury,United Kingdom,5 Bars,"Snacks, Sweet snacks, Bars, Cereal bars, Chocolate cereal bars","Vegetarian, Vegan",e,d,4.0,427.0,16.0,8.3,65.0,27.0,4.7,6.1,0.53,0.212,87.1,0.4153846153846154,0.51875,0.07230769230769231,5.714285714285714,60.88992974238876,33.723653395784545,4.18235294117647
Fage,en:gb,150g,"Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Yogurts, en:greek-style-yogurts",Green Dot,a,b,1.0,23.8,0.0,0.0,1.32,1.32,0.0,4.54,0.043,0.0172,5.86,1.0,0.0,0.0,76.30252100840336,22.184873949579835,0.0,5.86
Lay's,France,295 g,"Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Salty snacks,Appetizers,Chips and fries,Crisps,Potato crisps,Farmer's crisps,Potato crisps in sunflower oil","No preservatives,Green Dot,No colorings,Nutriscore,Nutriscore Grade C,Triman",d,b,3.0,514.0,30.0,3.2,54.0,0.5,3.9,6.2,1.3,0.52,90.2,0.009259259259259259,0.10666666666666667,0.07222222222222222,4.824902723735409,42.023346303501945,52.52918287937744,1.941935483870968
deliciously ella,en:gb,400g,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Cereals with fruits,Mueslis,Mueslis with fruits,Mueslis with nuts,Cereals with nuts","No gluten, Vegetarian, Vegan, New recipe, en:no-additives",c,a,3.0,433.0,14.0,2.7,69.0,18.0,8.3,10.7,0.04,0.016,93.7,0.2608695652173913,0.19285714285714287,0.12028985507246377,9.884526558891455,63.74133949191686,29.099307159353348,5.3133333333333335
Jason's Sourdough,United Kingdom,500 g,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Sliced breads","Vegetarian, Vegan",b,b,3.0,230.0,0.8,0.7,44.1,2.4,2.6,10.7,0.905,0.362,55.599999999999994,0.05442176870748299,0.8749999999999999,0.05895691609977324,18.608695652173914,76.69565217391305,3.130434782608696,30.444444444444443
"Carrefour BIO, Carrefour","France, en:belgium",350 g,"Petit-déjeuners,Produits à tartiner,Produits à tartiner sucrés,Pâtes à tartiner,Pâtes à tartiner aux noisettes,Pâtes à tartiner au chocolat,Pâtes à tartiner aux noisettes et au cacao","Bio,Bio européen,Agriculture non UE,Agriculture UE,Agriculture UE/Non UE,IT-BIO-009,Sans sucre ajouté,Sans huile de palme,AB Agriculture Biologique",e,c,4.0,524.0,28.0,4.2,61.0,31.112499999999997,3.7,6.7,0.11,0.044,95.7,0.5100409836065574,0.15,0.060655737704918035,5.114503816793893,46.56488549618321,48.091603053435115,2.3344827586206898
Marks & Spencer,"France, United Kingdom",210g,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Shortbread cookies, Shortbread, Scottish shortbread","Vegetarian, Green Dot, Pure butter",e,b,3.0,517.0,28.0,14.55,59.3,17.0,2.8,5.5,0.7,0.28,92.8,0.2866779089376054,0.5196428571428572,0.047217537942664416,4.25531914893617,45.88007736943907,48.74274661508704,2.2344827586206897
Vitasia,"Germany,Switzerland",150ml,"meals, sushi-and-maki, sushis, de:soja, soße, de:sushi-reis, de:sushis-und-maki-sushis, sushis-und-maki-sushis","Vegetarian, Vegan",e,a,3.0,63.0,0.2,0.1,5.2,1.7,2.9,10.3,2.3499999999999996,0.9400000000000001,15.700000000000001,0.3269230769230769,0.5,0.5576923076923077,65.39682539682539,33.01587301587301,2.857142857142857,12.916666666666668
